Lines: 006637
User Defined	Macro	COMPARADOR	
User Defined	Macro	OpLog	
User Defined	Macro	compare	
User Defined	Macro	Counter	
User Defined	Macro	Timer	
User Defined	Macro	ResistorWire	
User Defined	Macro	Macro 2	
User Defined	Macro	Macro	
User Defined	Macro	Lock	
User Defined	Macro	Delay	
User Defined	Macro	DB-9 Macro	
Displays	7-Segment LED	CC 7-Seg	YELLOWCC	*YELLOW common-anode 7-seg display
Displays	7-Segment LED	CC 7-Seg	AMBERCC	*AMBER common-anode 7-seg display
Displays	7-Segment LED	CC 7-Seg	BLUECC	*BLUE common-anode 7-seg display
Displays	Digital	Logic Display	
Displays	Digital	Hex Display	
Displays	Digital	Ascii Display	
Transducers	Sound Device	Piezo Buzzer	
Transducers	Sound Device	Speaker	
Switches	Digital	Hex Key	
Switches	Digital	Ascii Key	
Switches	Toggle	SPST Switch	
Switches	Toggle	SPDT Switch	
Switches	Push Button	SPDT PB	
Switches	Push Button	NO PushButton	
Switches	Push Button	NC PushButton	
Switches	Matrix	4x4 Switch	
Switches	Controlled	I->Switch	CSW	*Default current-controlled switch
Switches	Controlled	V->Switch	SW	*Default voltage-controlled switch
Switches	Controlled	V->Switch	SW05	*Threshold voltage= 0.5V
Switches	Controlled	V->Switch	STTL	*Threshold voltage= 2.5V
Switches	Controlled	V->Switch	TTL	*TTL switch (vih=2.0v, vil=0.8v)
Switches	Controlled	V->Switch	XTTL	*Threshold voltage= 4V
Switches	Controlled	V->Switch	SWM10	*Threshold voltage= -10mV
Switches	Controlled	V->Switch	SWP10	*Threshold voltage= 10mV
Switches	Controlled	V->Switch	TRIAC	*Threshold voltage= 1V
Switches	Multiplexers	ADG409	ADG409	x AD Dual 4-Ch Analog Multiplexer pkg:DIP16 4,5,6,7,13,12,11,10,16,1,2,8,9,14,15,16
Switches	Multiplexers	ADG409	ADG409B	x AD Dual 4-Ch Analog Multiplexer pkg:DIP16 4,5,6,7,13,12,11,10,16,1,2,8,9,14,15,16
Switches	Multiplexers	ADG409	ADG409T	x AD Dual 4-Ch Analog Multiplexer pkg:DIP16 4,5,6,7,13,12,11,10,16,1,2,8,9,14,15,16
Switches	Multiplexers	ADG409	ADG509F	x AD Dual 4-Ch Analog Multiplexer pkg:DIP16 4,5,6,7,13,12,11,10,16,1,2,8,9,14,15,16
Switches	Multiplexers	ADG409	ADG509FB	x AD Dual 4-Ch Analog Multiplexer pkg:DIP16 4,5,6,7,13,12,11,10,16,1,2,8,9,14,15,16
Switches	Multiplexers	ADG409	ADG509FT	x AD Dual 4-Ch Analog Multiplexer pkg:DIP16 4,5,6,7,13,12,11,10,16,1,2,8,9,14,15,16
Switches	Multiplexers	ADG408	ADG408	x AD 8-CH analog Multiplexer pkg:DIP16 4,5,6,7,12,11,10,9,16,16,1,2,8,14,15,3
Switches	Multiplexers	ADG408	ADG408B	x AD 8-CH analog Multiplexer pkg:DIP16 4,5,6,7,12,11,10,9,16,16,1,2,8,14,15,3
Switches	Multiplexers	ADG408	ADG408T	x AD 8-CH analog Multiplexer pkg:DIP16 4,5,6,7,12,11,10,9,16,16,1,2,8,14,15,3
Switches	Multiplexers	ADG408	ADG508F	x AD 8-CH analog Multiplexer pkg:DIP16 4,5,6,7,12,11,10,9,16,16,1,2,8,14,15,3
Switches	Multiplexers	ADG408	ADG508FB	x AD 8-CH analog Multiplexer pkg:DIP16 4,5,6,7,12,11,10,9,16,16,1,2,8,14,15,3
Switches	Multiplexers	ADG408	ADG508FT	x AD 8-CH analog Multiplexer pkg:DIP16 4,5,6,7,12,11,10,9,16,16,1,2,8,14,15,3
Switches	Multiplexers	ADG408	ADG528F	x AD 8-CH analog Multiplexer pkg:DIP16 4,5,6,7,12,11,10,9,16,16,1,2,8,14,15,3
Switches	Multiplexers	ADG408	ADG528FB	x AD 8-CH analog Multiplexer pkg:DIP16 4,5,6,7,12,11,10,9,16,16,1,2,8,14,15,3
Switches	Multiplexers	ADG408	ADG528FT	x AD 8-CH analog Multiplexer pkg:DIP16 4,5,6,7,12,11,10,9,16,16,1,2,8,14,15,3
Switches	Multiplexers	ADG407	ADG407	x AD Dual 8-CH Analog Multiplexer pkg:DIP28 19,20,21,22,23,24,25,26,11,10,9,8,7,5,5,4,15,16,17,18,28,2,1,12,27
Switches	Multiplexers	ADG407	ADG407B	x AD Dual 8-CH Analog Multiplexer pkg:DIP28 19,20,21,22,23,24,25,26,11,10,9,8,7,5,5,4,15,16,17,18,28,2,1,12,27
Switches	Multiplexers	ADG406	ADG406	x AD 16-channel High Performance Analog Multiplexer pkg:DIP28 19,20,21,22,23,24,25,26,11,10,9,8,7,6,5,4,14,15,16,17,18,28,1,12,27
Switches	Multiplexers	ADG406	ADG406B	x AD 16-channel High Performance Analog Multiplexer pkg:DIP28 19,20,21,22,23,24,25,26,11,10,9,8,7,6,5,4,14,15,16,17,18,28,1,12,27
Switches	Soild State	ADG44x	ADG441	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG441B	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG441BS	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG441S	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG441T	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG441TS	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG442	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG442B	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG442BS	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG442S	x AD Quad SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG511_3	x AD Quad SPST Switches for +3V single supply pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG511_5	x AD Quad SPST Switches for +5V single supply pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG44x	ADG511	x AD Quad SPST Switches for +/-5V supplies pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,13,14,15,16
Switches	Soild State	ADG41x	ADG411	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG411B	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG411T	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG412	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG412B	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG412T	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG413	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG413B	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG413T	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG444	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG444B	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG444BS	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Switches	Soild State	ADG41x	ADG444S	x AD Quad Percision SPST Switches pkg:DIP16 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Relays	Complete	SPDT Relay	SPDTRELAY	*Generic type:relay
Relays	Complete	SPDT Relay	5VSPDT	p AC/DC relay alias:XSPDTRELAY pkg:DIP4
Relays	Complete	SPDT Relay	12VSPDT	p AC/DC relay alias:XSPDTRELAY {PULLIN=9.6 RESISTANCE=1000} pkg:DIP4
Relays	Complete	SPDT Relay	24VSPDT	p AC/DC relay alias:XSPDTRELAY {PULLIN=19.2 RESISTANCE=1500} pkg:DIP4
Relays	Complete	SPDT Relay	120VSPDT	p AC/DC relay alias:XSPDTRELAY {PULLIN=96 RESISTANCE=2000} pkg:DIP4
Relays	Contacts	SPST-NC	CONTACTS	*Generic alias:XCONTACTS
Relays	Contacts	SPST-NC	NORMAL	p Contacts alias:XCONTACTS
Relays	Contacts	SPST-NO	
Relays	Contacts	SPDT:C	
Relays	Contacts	SPDT:B	
Relays	Contacts	SPDT:A	
Relays	Coil	Solenoid	COIL	*Generic alias:XCOIL
Relays	Coil	Solenoid	5VCOIL	p AC/DC coil alias:XCOIL
Relays	Coil	Solenoid	12VCOIL	p AC/DC coil alias:XCOIL {PULLIN=9.6 RESISTANCE=1000}
Relays	Coil	Solenoid	24VCOIL	p AC/DC coil alias:XCOIL {PULLIN=19.2 RESISTANCE=1500}
Relays	Coil	Solenoid	120VCOIL	p AC/DC coil alias:XCOIL {PULLIN=96 RESISTANCE=2000}
Relays	Coil	Polar Latch	
Relays	Coil	Latch Coil	
Relays	Coil	Polar Coil	
Relays	Coil	Circle	
Relays	Coil	Rectangle	
Relays	Coil	Standard	
Digital by Number	47xx	4731	4731	*Dual 64-bit Static Shift Register - type:digital pkg:DIP14 [DVDD=14;DGND=7;](9,10,11,9,10,11,12,13,8,6,5,1,4,3,2)
Digital by Number	45xx	4585	4585	*4-bit Magnitude Comparator - type:digital pkg:DIP16 [DVDD=16;DGND=8;](15,2,7,10,14,1,9,11,4,6,5,12,3,13)
Digital by Number	45xx	4556	4556	*Dual Binary 1-of-4 Decoder/Demultiplexer - type:digital pkg:DIP16 [DVDD=16;DGND=8;](A:3,2,1,4,5,6,7)(B:13,14,15,12,11,10,9)
Digital by Number	45xx	4555	4555	*Dual Binary 1-of-4 Decoder/Demultiplexer - type:digital pkg:DIP16 [DVDD=16;DGND=8;](A:3,2,1,4,5,6,7)(B:13,14,15,12,11,10,9)
Digital by Number	45xx	4543	4543	*BCD-TO-SEVEN Segment Decoder - type:digital pkg:DIP16 [DVDD=16;DGND=8;](4,2,3,5,1,7,6,14,15,13,12,11,10,9)
Digital by Number	45xx	4539	4539	*Dual 4-channel Data Selector/Multiplexer - type:digital pkg:DIP16 [DVDD=16;DGND=8;](3,4,5,6,1,13,12,11,10,15,2,14,9,7)
Digital by Number	45xx	4532	4532	*8-bit Priority Encoder - type:digital pkg:DIP16 [DVDD=16;DGND=8;](5,4,3,2,1,13,12,11,10,15,9,7,6,14)
Digital by Number	45xx	4531	4531	*13-input Parity Checker/Generator - type:digital pkg:DIP16 [DVDD=16;DGND=8;](10,11,12,13,14,15,1,2,3,4,5,6,7,9)
Digital by Number	45xx	4526	4526	*Programmable 4-bit Binary Down Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](2,14,11,5,3,6,4,10,13,12,7,9,15,1)
Digital by Number	45xx	4522	4522	*Programmable 4-bit BCD Down Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](2,14,11,5,3,6,4,10,13,12,7,9,15,1)
Digital by Number	45xx	4520	4520	*Dual 4-bit Binary Counters - type:digital pkg:DIP16 [DVDD=16;DGND=8;](1,2,7,9,10,15,6,5,4,3,14,13,12,11)
Digital by Number	45xx	4519	4519	*4-bit AND/OR Selector - type:digital pkg:DIP16 [DVDD=16;DGND=8;](15,2,4,6,1,3,5,7,9,14,10,11,12,3)
Digital by Number	45xx	4518	4518	*Dual Up Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](A:1,2,7,3,4,5,6)(B:9,10,15,11,12,13,14)
Digital by Number	45xx	4517	4517	*Dual 64-bit Static Shift Register - type:digital pkg:DIP16 [DVDD=16;DGND=8;](A:7,4,3,1,6,2,5)(B:9,12,13,15,10,14,11)
Digital by Number	45xx	4516	4516	*BCD UP/DOWN Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](3,13,12,4,1,15,5,10,9,7,6,11,14,2)
Digital by Number	45xx	4515	4515	*4-bit Latch to 16 Line Decoder - type:digital pkg:DIP24 [DVDD=24;DGND=12;](22,21,3,2,1,23,11,9,10,8,7,6,5,4,18,17,20,19,14,13,16,15)
Digital by Number	45xx	4514	4514	*4-bit Latch to 16 Line Decoder - type:digital pkg:DIP24 [DVDD=24;DGND=12;](22,21,3,2,1,23,11,9,10,8,7,6,5,4,18,17,20,19,14,13,16,15)
Digital by Number	45xx	4512	4512	*8-input 3-state Multiplexer - type:digital pkg:DIP16 [DVDD=16;DGND=8;](9,7,6,5,4,3,2,1,13,12,11,15,10,14)
Digital by Number	45xx	4511	4511	*BCD-TO-7segment Latch/Decoder/Driver - type:digital pkg:DIP16 [DVDD=16;DGND=8;](6,2,1,7,5,4,3,14,15,9,10,11,12,13)
Digital by Number	45xx	4510	4510	*BCD up/down Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](3,13,12,4,1,15,5,10,9,7,6,11,14,2)
Digital by Number	45xx	4508	4508	*Dual 4-bit Latch - type:digital pkg:DIP24 [DVDD=24;DGND=12;](A:10,8,6,4,2,1,3,5,7,9,11)(B:22,20,18,16,14,13,15,17,19,21,23)
Digital by Number	45xx	4505	4505	*64-bit 1-bit/word RAM - type:digital pkg:DIP14 [DVDD=14;DGND=7;](12,11,4,3,2,1,5,6,8,9,10,13)
Digital by Number	45xx	4502	4502	*Strobed Hex Inverter/Buffer - type:digital pkg:DIP16 [DVDD=16;DGND=8;](15,13,10,1,6,3,12,4,5,7,2,9,11,14)
Digital by Number	41xx	4104	4104	*Quadruple Low To High Voltage Translator - type:digital pkg:DIP16 [DVDD=16;DGND=8;](12,11,5,4,15,2,3,7,6,9,10,14,13)
Digital by Number	40xx	4094	4094	*8-Stage Shift/Store Register - type:digital pkg:DIP16 [DVDD=16;DGND=8;](2,3,1,15,4,5,6,7,14,13,12,11,9,10)
Digital by Number	40xx	4093	4093	*CMOS 2-in NAND schmitt trigger - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2,3)(B:5,6,4)(C:8,9,10)(D:12,13,11)
Digital by Number	40xx	4086	4086	*4-Wide 2-Input AND-OR-INVERT gate - type:digital pkg:DIP14 [DVDD=14;DGND=7;](1,2,5,6,8,9,12,13,10,11,3)
Digital by Number	40xx	4085	4085	*Dual 2-input And-Or-Invert Gate - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2,12,13,10,3)(B:5,6,8,9,11,4)
Digital by Number	40xx	4082	4082	*4-input AND - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:2,3,4,5,1)(B:9,10,11,12,13)
Digital by Number	40xx	4081	4081	*CMOS Quad 2-input AND - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2,3)(B:5,6,4)(C:8,9,10)(D:12,13,11)
Digital by Number	40xx	4078	4078	*8-input NOR - type:digital pkg:DIP14 [DVCC=14;DGND=7;](2,3,4,5,9,10,11,12,13)
Digital by Number	40xx	4077	4077	*Qaud 2-input XNOR - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2,3)(B:5,6,4)(C:8,9,10)(D:12,13,11)
Digital by Number	40xx	4076	4076	*4-bit D-Type Register - type:digital pkg:DIP16 [DVDD=16;DGND=8;](11,12,13,14,10,9,2,1,7,15,3,4,5,6)
Digital by Number	40xx	4075	4075	*Triple 3-input OR - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:3,3,5,6)(B:1,2,8,9)(C:11,12,13,10)
Digital by Number	40xx	4073	4073	*CMOS 3-input AND gate - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:3,4,5,6)(b:1,2,8,9)(C:11,12,13,10)
Digital by Number	40xx	4072	4072	*Dual 4-input OR - type:digital pkg:DIP14 [DVCC=14;DGND=7;](A:2,3,4,5,1)(B:9,10,11,12,13)
Digital by Number	40xx	4071	4071	*CMOS Quad 2-in OR - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2,3)(B:5,6,4)(C:8,9,10)(D:12,13,11)
Digital by Number	40xx	4070	4070	*CMOS Qaud 2-input XOR - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2,3)(B:5,6,4)(C:8,9,10)(D:12,13,11)
Digital by Number	40xx	4069	4069	*CMOS Hex Inverter - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2)(B:3,4)(C:5,6)(D:9,8)(E:11,10)(F:13,12)
Digital by Number	40xx	4068	4068	*CMOS 8-input NAND - type:digital pkg:DIP14 [DVDD=14;DGND=7;](2,3,4,5,9,10,11,12,13)
Digital by Number	40xx	4050	4050	*CMOS Hex Buffer - type:digital pkg:DIP16 [DVDD=1;DGND=8;](A:3,2)(B:5,4)(C:7,6)(D:9,10)(E:11,12)(F:14,15)
Digital by Number	40xx	4049	4049	*CMOS Hex Inverter - type:digital pkg:DIP16 [DVDD=1;DGND=8;](A:3,2)(B:5,4)(C:7,6)(D:9,10)(E:11,12)(F:14,15)
Digital by Number	40xx	4044	4044	*Quad 3-state R-S Latch - type:digital pkg:DIP16 [DVDD=16;DGND=8;](14,15,12,11,6,7,4,3,5,2,9,10,1)
Digital by Number	40xx	4043	4043	*Quad 3-state R-S Latch - type:digital pkg:DIP16 [DVDD=16;DGND=8;](14,15,12,11,6,7,4,3,5,2,9,10,1)
Digital by Number	40xx	4042	4042	*Quad Transparent Latch - type:digital pkg:DIP16 [DVDD=16;DGND=8;](14,13,7,4,6,5,3,2,9,10,12,11,15,1)
Digital by Number	40xx	4041	4041	*Qaud True/Complement Buffer - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:3,2,1)(B:6,5,4)(C:10,9,8)(D:13,12,11)
Digital by Number	40xx	4040	4040	*12-bit Binary Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](10,11,9,7,6,5,3,2,4,13,12,14,15,1)
Digital by Number	40xx	4035	4035	*4-bit Parallel-In/Out Shift Register - type:digital pkg:DIP16 [DVDD=16;DGND=8;](12,11,10,9,7,4,3,6,5,2,1,15,14,13)
Digital by Number	40xx	4031	4031	*Dual 64-bit Static Shift Register - type:digital pkg:DIP16 [DVDD=16;DGND=8;](15,10,1,2,9,7,6)
Digital by Number	40xx	4030	4030	*CMOS Qaud 2-input XOR - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2,3)(B:5,6,4)(C:8,9,10)(D:12,13,11)
Digital by Number	40xx	4029	4029	*Binary/Decade Up/Down Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](3,13,12,4,1,15,5,9,10,7,6,11,14,2)
Digital by Number	40xx	4028	4028	*4-bit BCD to decimal decoder - type:digital pkg:DIP16 [DVDD=16;DGND=8;](11,12,13,10,3,14,2,15,1,6,7,4,9,5)
Digital by Number	40xx	4027	4027	*J-K FLIP FLOP - type:digital pkg:DIP16 [DVDD=16;DGND=8;](A:9,10,13,11,12,14,15)(B:7,6,3,5,4,2,1)
Digital by Number	40xx	4025	4025	*CMOS 3-input NOR - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:3,4,5,6)(B:1,2,8,9)(C:11,12,13,10)
Digital by Number	40xx	4024	4024	*7-Stage Ripple Counter - type:digital pkg:DIP14 [DVDD=14;DGND=7;](1,2,12,11,9,6,5,4,3)
Digital by Number	40xx	4023	4023	*CMOS 3-input NAND - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:3,4,5,6)(B:1,2,8,9)(C:11,12,13,10)
Digital by Number	40xx	4022	4022	*Octal Counter - type:digital pkg:DIP16 [DVCC=16;DGND=8;](13,14,15,12,10,5,4,11,7,3,1,2)
Digital by Number	40xx	4021	4021	*8-bit Static Shift Register - type:digital pkg:DIP16 [DVDD=16;DGND=8;](1,15,14,13,4,5,6,7,9,11,10,2,12,3)
Digital by Number	40xx	4020	4020	*14-bit Binary Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](10,11,9,7,5,4,6,13,12,14,15,1,2,3)
Digital by Number	40xx	4019	4019	*Quadruple 2-input Multiplexer - type:digital pkg:DIP16 [DVDD=16;DGND=8;](15,2,4,6,1,3,5,7,9,14,10,11,12,3)
Digital by Number	40xx	4018	4018	*Presettable Dvide By N Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](12,9,7,3,2,1,10,14,15,5,4,6,11,13)
Digital by Number	40xx	4017	4017	*5-stage Johnson Counter - type:digital pkg:DIP16 [DVDD=16;DGND=8;](13,14,15,3,2,4,7,10,1,5,6,9,11,12)
Digital by Number	40xx	4015	4015	*Dual 4-bit Static Shift Register - type:digital pkg:DIP16 [DVDD=16;DGND=8;](A:7,9,6,5,4,3,10)(B:15,1,14,13,12,11,2)
Digital by Number	40xx	4014	4014	*8-bit Static Shift Register - type:digital pkg:DIP16 [DVDD=16;DGND=8;](1,15,14,13,4,5,6,7,9,11,10,2,12,3)
Digital by Number	40xx	4013	4013	*Dual D type Flip-Flop - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:6,5,3,4,2,1)(B:8,9,11,10,12,13)
Digital by Number	40xx	4012	4012	*CMOS 4-input NAND - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:2,3,4,5,1)(B:9,10,11,12,13)
Digital by Number	40xx	4011	4011	*CMOS 2-in NAND - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2,3)(B:5,6,4)(C:8,9,10)(D:12,13,11)
Digital by Number	40xx	4008	4008	*4-bit Binary Full Adder - type:digital pkg:DIP16 [DVDD=16;DGND=8;](1,3,5,7,15,2,4,6,9,10,11,12,13,14)
Digital by Number	40xx	4006	4006	*18-Stage Static Shift Register - type:digital pkg:DIP14 [DVDD=14;DGND=7;](1,5,4,6,3,9,8,12,11,10,13)
Digital by Number	40xx	4002	4002	*4-in NOR - type:digital pkg:DIP14 [DVCC=14;DGND=7;](2,3,4,5,1)(B:9,10,11,12,13)
Digital by Number	40xx	4001	4001	*CMOS 2-in NOR Buffer - type:digital pkg:DIP14 [DVDD=14;DGND=7;](A:1,2,3)(B:5,6,4)(C:8,9,10)(D:12,13,11)
Digital by Number	40xx	4000	4000	*3-in NOR and INVERTER - type:digital pkg:DIP14 [DVDD=14;DGND=7;](3 4 5 11 12 13 8 9 10 6)
Digital by Number	74xx	7496	74LS96	*5-bit Shift Register - type:digital pkg:DIP16 [DVCC=16;DGND=8;](9,8,1,2,3,4,6,7,16,15,14,13,11,10)
Digital by Number	74xx	7495	74LS95	*4-bit Shift Register - type:digital pkg:DIP14 [DVCC=14;DGND=7;](6,9,8,5,4,3,2,1,10,11,12,13)
Digital by Number	74xx	7493	74LS93	*4-bit Binary Counter - type:digital pkg:DIP14 [DVCC=5;DGND=10;](2,3,14,1,11,8,9,12)
Digital by Number	74xx	7492	74LS92	*Divide by Twelve Counter - type:digital pkg:DIP14 [DVCC=14;DGND=7;](6,7,14,1,8,9,11,12)
Digital by Number	74xx	7490	74LS90	*4-bit Decade Counter - type:digital pkg:DIP14 [DVCC=5;DGND=10;](6,7,2,3,14,1,11,8,9,12)
